HumanGeneID	MouseOrthologGeneID	Symbol	Synonyms	Description	MitoCarta3.0_List	MitoCarta3.0_Evidence	MitoCarta3.0_SubMitoLocalization	MitoCarta3.0_MitoPathways	TrainingDataset	MitoCarta2.0_Score	MitoCarta2.0_FDR	MitoCarta2.0_List	MitoCarta2.0_Evidence	EnsemblGeneID_mapping_version_20200130	UniProt	ProteinLength	TargetP_Score	MitoDomain_Score	CoexpressionGnfN50_Score	PGC_Induction_Score	YeastMitoHomolog_Score	RickettsiaHomolog_Score	MSMS_Score	hg19_Chromosome	hg19_Start	hg19_Stop	MSMS_NUM_TISSUES	MSMS_NUM_PEPTIDES_UNIQUE	MSMS_NUM_SPECTRA	MSMS_TOTAL_INTENSITY	MSMS_PERCENT_COVERAGE	Tissues	cerebrum_total_peak_intensity_log10	cerebellum_total_peak_intensity_log10	brainstem_total_peak_intensity_log10	spinalcord_total_peak_intensity_log10	kidney_total_peak_intensity_log10	liver_total_peak_intensity_log10	heart_total_peak_intensity_log10	skeletalmuscle_total_peak_intensity_log10	adipose_total_peak_intensity_log10	smallintestine_total_peak_intensity_log10	largeintestine_total_peak_intensity_log10	stomach_total_peak_intensity_log10	placenta_total_peak_intensity_log10	testis_total_peak_intensity_log10	HPA_Main_Location_2020 (Reliability)
1716	27369	DGUOK	MTDPS3|NCPH|PEOB4|dGK	deoxyguanosine kinase	MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Tmito	9.8	0.011	1	"literature, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	ENSG00000114956	Q16854	277	2	SharedDomain	4		NoMitoHomolog	NoHomolog	50-75pure	chr2	74153952	74186088	13	13	123	5.03E+09	69	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.9	8.7	8.6	8.2		8.3	8.3	7.5	8.8	8	8.5	7.7	9.1	8.7	
23597	56360	ACOT9	ACATE2|CGI-16|MT-ACT48|MTACT48	acyl-CoA thioesterase 9	MitoCarta3.0	"literature, targetP signal, mito protein domain, MS/MS++"	MIM	Metabolism > Lipid metabolism	Tmito	9.8	0.011	1	"literature, targetP signal, mito protein domain, MS/MS++"	ENSG00000123130	Q9Y305	448	2	SharedDomain	3		NoMitoHomolog	NoHomolog	50-75pure	chrX	23721776	23761407	13	33	368	1.40E+10	63	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.5	7.6	8.4	8.3	9.2		7.7	8.2	9.3	9.3	8.1	8.4	9.6	9.5	Cytosol;Plasma membrane (Approved)
84532	68738	ACSS1	ACAS2L|ACECS1|AceCS2L	acyl-CoA synthetase short chain family member 1	MitoCarta3.0	"literature, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	MIM	Metabolism > Lipid metabolism > Fatty acid oxidation	Tmito	9.8	0.011	1	"literature, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	ENSG00000154930	Q9NUB1	689	2	SharedDomain	4		NoMitoHomolog	NoHomolog	50-75pure	chr20	24986865	25038818	13	39	838	3.80E+10	64	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.8	8.4	8.8	8.5	10.1		9.8	8.7	8.2	9	9.8	9.4	9.7	9.5	
55312	54391	RFK	RIFK	riboflavin kinase	MitoCarta3.0	"targetP signal, yeast mito homolog++, MS/MS"	Matrix	Metabolism > Vitamin metabolism > Vitamin B2 metabolism	Tpossible_mito	9.8	0.011	1	"targetP signal, yeast mito homolog++, MS/MS"	ENSG00000135002	Q969G6	155	3	NA	1		OrthologMitoHighConf	NoHomolog	25-50ambig	chr9	79000432	79009444	6	5	38	4.65E+08	31	"brainstem, spinalcord, kidney, adipose, smallintestine, largeintestine"			6.7	7.1	7.8				6.8	8.2	8.4				Golgi apparatus (Approved)
56910	99138	STARD7	FAME2|GTT1	StAR related lipid transfer domain containing 7	MitoCarta3.0	"APEX_IMS, targetP signal, mito protein domain, induction, coexpression+"	IMS	Metabolism > Lipid metabolism > Phospholipid metabolism | Small molecule transport	Tmito	9.7	0.011	1	"APEX_IMS, targetP signal, mito protein domain, induction, coexpression+"	ENSG00000084090	Q9NQZ5	370	2	SharedDomain	34	1.28	NoMitoHomolog	NoHomolog		chr2	96850602	96874573																					Mitochondria (Approved)
56994	212862	CHPT1	CPT|CPT1	choline phosphotransferase 1	MitoCarta3.0	"targetP signal, mito protein domain, induction, coexpression+"	MIM	Metabolism > Lipid metabolism > Phospholipid metabolism	Tnon_mito	9.7	0.011	1	"targetP signal, mito protein domain, induction, coexpression+"	ENSG00000111666	Q8WUD6	406	3	SharedDomain	31	0.82	HomologMitoLowConf	NoHomolog		chr12	102091416	102122846																					Vesicles (Supported)
4509	17706	MT-ATP8	ATPase8|MTATP8	ATP synthase F0 subunit 8	MitoCarta3.0	"literature, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex V > CV subunits | OXPHOS > OXPHOS subunits	Tmito	9.7	0.012	1	"literature, mito protein domain+, MS/MS++"	ENSG00000228253	P03928	68		MitoDomain	NA		NoMitoHomolog	NoHomolog	50-75pure	chrM	8366	8572	14	10	404	8.97E+10	60	all 14	10.1	9.8	10	9.1	10.4	9.7	9.7	8.9	9.4	9.8	9	9.7	9.6	9.6	
51300	76916	TIMMDC1	C3orf1|MC1DN31	translocase of inner mitochondrial membrane domain containing 1	MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS++"	MIM	OXPHOS > Complex I > CI assembly factors | OXPHOS > OXPHOS assembly factors	Tmito	9.7	0.012	1	"literature, APEX_IMS, APEX_matrix, mito protein domain+, MS/MS++"	ENSG00000113845	Q9NPL8	285		MitoDomain	2		NoMitoHomolog	NoHomolog	50-75pure	chr3	119217367	119243125	13	14	107	1.06E+09	56	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	8.1	8.1	8.4	7.9		7.8	8	6.7	7.6	7.4	8	7.6	8	6.9	Mitochondria (Enhanced)
219938	75469	SPATA19	CT132|SPAS1|spergen1	spermatogenesis associated 19	MitoCarta3.0	"mito protein domain+, MS/MS++"	unknown	0	Tpossible_mito	9.7	0.012	1	"mito protein domain+, MS/MS++"	ENSG00000166118	Q7Z5L4	167		MitoDomain	1		NoMitoHomolog	NoHomolog	50-75pure	chr11	133710516	133715392	1	7	61	3.15E+09	69	testis														9.5	
10553	53415	HTATIP2	CC3|SDR44U1|TIP30	HIV-1 Tat interactive protein 2	MitoCarta3.0	"yeast mito homolog, mito protein domain+, MS/MS"	Membrane	0	Tnon_mito	9.7	0.012	1	"yeast mito homolog, mito protein domain+, MS/MS"	ENSG00000109854	Q9BUP3	276		MitoDomain	0		HomologMitoHighConf	NoHomolog	50-75ambig	chr11	20385230	20405329	7	18	58	7.59E+08	62	"cerebrum, cerebellum, brainstem, liver, adipose, placenta, testis"	8	7.5	7.6			8.3			7.7				8	8.4	Cytosol (Supported)
8574	110198	AKR7A2	AFAR|AFAR1|AFB1-AR1|AKR7	aldo-keto reductase family 7 member A2	MitoCarta3.0	"APEX_matrix, targetP signal, coexpression, MS/MS++"	Matrix	Metabolism > Amino acid metabolism > GABA metabolism | Metabolism > Detoxification > Xenobiotic metabolism	Tmito	9.7	0.013	1	"APEX_matrix, targetP signal, coexpression, MS/MS++"	ENSG00000053371	O43488	359	2	NonMitoDomain	12		NoMitoHomolog	NoHomolog	50-75pure	chr1	19629201	19638640	14	22	287	1.76E+10	56	all 14	8.2	8.1	8.6	8.1	10	9.3	8.6	8	8.8	8.7	9	8.1	8.8	9	Cytosol (Supported)
1854	110074	DUT	dUTPase	deoxyuridine triphosphatase	MitoCarta3.0	"literature, targetP signal, Rickettsial homolog, MS/MS++"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Tmito	9.6	0.013	1	"literature, targetP signal, Rickettsial homolog, MS/MS++"	ENSG00000128951	P33316	252	3	NonMitoDomain	1		NoMitoHomolog	Ortholog	75-100pure	chr15	48623620	48635570	8	15	94	5.71E+08	75	"cerebrum, spinalcord, liver, heart, adipose, largeintestine, stomach, placenta"	7.4			7		6.5	8		7.5		8.2	7.3	8.4		Nucleoplasm (Supported)
4514	17710	MT-CO3	COIII|MTCO3	cytochrome c oxidase III	MitoCarta3.0	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain"	MIM	OXPHOS > Complex IV > CIV subunits | OXPHOS > OXPHOS subunits	Tmito	9.6	0.014	1	"literature, yeast mito homolog++, Rickettsial homolog, mito protein domain"	ENSG00000198938	P00414	261		SharedDomain	NA		OrthologMitoHighConf	Ortholog	0-25crude	chrM	9207	9990	14	2	377	1.43E+10	8	all 14	9	9	9.2	8.1	9.4	8.8	9.1	9.1	8.5	9.1	8.9	9.2	8.6	8.9	
25979	216820	DHRS7B	CGI-93|SDR32C1	dehydrogenase/reductase 7B	MitoCarta3.0	"Rickettsial homolog, mito protein domain, induction, coexpression"	Membrane	0	Tnon_mito	9.5	0.014	1	"Rickettsial homolog, mito protein domain, induction, coexpression"	ENSG00000109016	Q6IAN0	325		SharedDomain	27	0.74	NoMitoHomolog	Homolog	50-75crude	chr17	21030240	21095285	12	19	99	1.43E+09	61	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.6	7.4	7.3	7.5	7.7	7.5			8.2	8.5	8.2	7	7.8	8.7	Cell Junctions;Cytosol;Plasma membrane (Approved)
9617	211253	MTRF1	MRF1|MTTRF1|RF1	mitochondrial translation release factor 1	MitoCarta3.0	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > Translation > Translation factors	Tmito	9.5	0.015	1	"literature, APEX_matrix, targetP signal, yeast mito homolog+, Rickettsial homolog, mito protein domain"	ENSG00000120662	O75570	445	3	SharedDomain	NA		OrthologMitoLowConf	Homolog	0-25ambig	chr13	41790515	41837713	1	3	4	2.70E+07	10	adipose									7.4						
55260	70209	TMEM143	-	transmembrane protein 143	MitoCarta3.0	"targetP signal, coexpression+, MS/MS"	MIM	0	Tpossible_mito	9.5	0.015	1	"targetP signal, coexpression+, MS/MS"	ENSG00000161558	Q96AN5	459	2	NA	33		NoMitoHomolog	NoHomolog	25-50ambig	chr19	48835615	48867186	12	18	83	1.03E+09	41	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta"	7.3	7.4	7.2	7.8	7.7	7.3	8.3	8.1	8.4		7.9	7.7	8		Nucleoli fibrillar center (Approved)
56953	103850	NT5M	dNT-2|dNT2|mdN	"5',3'-nucleotidase, mitochondrial"	MitoCarta3.0	"literature, targetP signal, mito protein domain, induction, MS/MS"	Matrix	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Tmito	9.4	0.015	1	"literature, targetP signal, mito protein domain, induction, MS/MS"	ENSG00000205309	Q9NPB1	228	2	SharedDomain	4	1.07	NoMitoHomolog	NoHomolog	50-75ambig	chr17	17206679	17250977	7	19	123	2.21E+09	68	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, testis"	8.8	8.6	8.8	8.6				6.8	7					7.7	
55288	59040	RHOT1	ARHT1|MIRO-1|MIRO1	ras homolog family member T1	MitoCarta3.0	"literature, mito protein domain+, MS/MS+"	MOM	Signaling > Calcium homeostasis > EF hand proteins | Mitochondrial dynamics and surveillance > Trafficking	Tmito	9.4	0.015	1	"literature, mito protein domain+, MS/MS+"	ENSG00000126858	Q8IXI2	691		MitoDomain	1	0.37	HomologMitoLowConf	NoHomolog	25-50pure	chr17	30469472	30552790	14	30	355	8.11E+09	45	all 14	9.2	8.9	9	8.9	8.9	8.1	8.7	7.7	8.8	7.8	8.7	8.5	8.7	8.9	
4833	56520	NME4	NDPK-D|NM23H4|nm23-H4	NME/NM23 nucleoside diphosphate kinase 4	MitoCarta3.0	"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	MIM	Metabolism > Nucleotide metabolism > Nucleotide synthesis and processing	Tmito	9.3	0.015	1	"APEX_matrix, GFP, targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	ENSG00000103202	O00746	187	2	SharedDomain	1		HomologMitoLowConf	Homolog	25-50ambig	chr16	446754	450754	4	6	18	1.62E+08	40	"adipose, largeintestine, placenta, testis"									7.3		7.8		7.7	7.6	Mitochondria (Supported)
10588	100039707	MTHFS	HsT19268|NEDMEHM	methenyltetrahydrofolate synthetase	MitoCarta3.0	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	Matrix	Metabolism > Vitamin metabolism > Folate and 1-C metabolism	Tnon_mito	9.3	0.015	1	"targetP signal, Rickettsial homolog, mito protein domain, MS/MS"	ENSG00000136371	P49914	203	2	SharedDomain	NA		HomologMitoLowConf	Homolog	25-50ambig	chr15	80135888	80189627	8	10	56	1.15E+09	40	"cerebrum, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta"	7.2				8.4	8.6			8.1	7.6	7.7	7.9	8.2		Cytosol (Supported)
90580	69773	TIMM29	C19orf52|TIM29	translocase of inner mitochondrial membrane 29	MitoCarta3.0	"targetP signal+, coexpression, MS/MS"	MIM	"Protein import, sorting and homeostasis > Protein import and sorting > TIM22 carrier pathway"	Tnon_mito	9.3	0.016	1	"targetP signal+, coexpression, MS/MS"	ENSG00000142444	Q9BSF4	260	1	NA	19		NoMitoHomolog	NoHomolog	25-50ambig	chr19	11039423	11040916	10	10	113	1.44E+09	43	"cerebrum, cerebellum, brainstem, spinalcord, liver, heart, adipose, largeintestine, placenta, testis"	8.5	8.3	7.9	8.3		8	7.5		8.1		7.4		8.4	7.9	Mitochondria (Supported)
55163	103711	PNPO	HEL-S-302|PDXPO	pyridoxamine 5'-phosphate oxidase	MitoCarta3.0	"APEX_matrix, yeast mito homolog++, coexpression, MS/MS"	Matrix	Metabolism > Vitamin metabolism > Vitamin B6 metabolism	Tmito	9.3	0.017	1	"APEX_matrix, yeast mito homolog++, coexpression, MS/MS"	ENSG00000108439	Q9NVS9	261	5	NonMitoDomain	16		OrthologMitoHighConf	NoHomolog	0-25pure	chr17	46018888	46026674	2	5	14	2.06E+08	19	"brainstem, liver"			8			8									Cytosol;Nucleoplasm (Enhanced)
221154	68514	MICU2	1110008L20Rik|EFHA1	mitochondrial calcium uptake 2	MitoCarta3.0	"literature, APEX_IMS, GFP, targetP signal+, mito protein domain, MS/MS+"	MIM	Signaling > Calcium homeostasis > Calcium cycle | Signaling > Calcium homeostasis > EF hand proteins | Small molecule transport > Calcium uniporter	Tmito	9.2	0.017	1	"literature, APEX_IMS, GFP, targetP signal+, mito protein domain, MS/MS+"	ENSG00000165487	Q8IYU8	434	1	SharedDomain	2		NoMitoHomolog	NoHomolog	25-50pure	chr13	22066827	22178355	4	16	64	1.00E+09	38	"smallintestine, largeintestine, placenta, testis"										8.7	8.5		8.1	8	Nucleoplasm (Approved)
84105	72562	PCBD2	DCOH2|DCOHM|PHS2	pterin-4 alpha-carbinolamine dehydratase 2	MitoCarta3.0	"targetP signal+, induction, MS/MS"	unknown	Metabolism > Metals and cofactors > Tetrahydobiopterin synthesis	Tpossible_mito	9.2	0.017	1	"targetP signal+, induction, MS/MS"	ENSG00000132570	Q9H0N5	130	1	NonMitoDomain	0	0.61	HomologMitoLowConf	NoHomolog	50-75ambig	chr5	134240809	134298336	12	10	93	2.18E+09	64	"cerebrum, cerebellum, brainstem, spinalcord, kidney, liver, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.7	7.3	8	7.4	8.8	8.5			8.3	8.4	8.2	8.2	8.3	7.9	Plasma membrane (Approved)
55278	76563	QRSL1	COXPD40|GatA	glutaminyl-tRNA amidotransferase subunit QRSL1	MitoCarta3.0	"literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tmito	9.2	0.017	1	"literature, APEX_matrix, GFP, yeast mito homolog, Rickettsial homolog, mito protein domain, coexpression, MS/MS"	ENSG00000130348	Q9H0R6	528		SharedDomain	6		HomologMitoHighConf	Homolog	25-50ambig	chr6	107077440	107116292	8	13	34	1.88E+08	37	"brainstem, heart, skeletalmuscle, adipose, largeintestine, stomach, placenta, testis"			7.3				7.2	7.7	6.8		7.5	7	7.6	7.2	Vesicles (Approved)
57143	72113	ADCK1	-	aarF domain containing kinase 1	MitoCarta3.0	"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	unknown	0	Tpossible_mito	9.1	0.017	1	"yeast mito homolog+, Rickettsial homolog, mito protein domain, MS/MS"	ENSG00000063761	Q86TW2	523		SharedDomain	2		OrthologMitoLowConf	Homolog	25-50ambig	chr14	78266425	78400297	8	14	46	3.35E+08	27	"cerebrum, spinalcord, kidney, heart, skeletalmuscle, adipose, stomach, placenta"	7.1			7.6	7.6		7.3	7.5	8			7.5	7.8		Nucleoplasm (Approved)
9588	11758	PRDX6	1-Cys|AOP2|HEL-S-128m|NSGPx|PRX|aiPLA2|p29	peroxiredoxin 6	MitoCarta3.0	"yeast mito homolog++, Rickettsial homolog, mito protein domain"	unknown	Metabolism > Lipid metabolism > Phospholipid metabolism | Metabolism > Detoxification > ROS and glutathione metabolism	Tpossible_mito	9.1	0.017	1	"yeast mito homolog++, Rickettsial homolog, mito protein domain"	ENSG00000117592	P30041	224		SharedDomain	2		OrthologMitoHighConf	Homolog	50-75crude	chr1	173446485	173457946	10	15	86	1.85E+09	67	"cerebrum, cerebellum, brainstem, spinalcord, liver, adipose, smallintestine, largeintestine, placenta, testis"	7.8	7.9	8.4	8		8.1			6.7	7.9	7.2		8.5	8.9	Cytosol;Plasma membrane (Supported)
8508	18082	NIPSNAP1	-	nipsnap homolog 1	MitoCarta3.0	"APEX_matrix, targetP signal, coexpression, MS/MS++"	Matrix	Mitochondrial dynamics and surveillance > Mitophagy | Mitochondrial dynamics and surveillance > Autophagy	Tmito	9.1	0.018	1	"APEX_matrix, targetP signal, coexpression, MS/MS++"	ENSG00000184117	Q9BPW8	284	2	NonMitoDomain	7		NoMitoHomolog	NoHomolog	75-100pure	chr22	29950797	29977326	14	29	644	6.52E+10	79	all 14	10.1	9.8	10	9.6	9.6	10.3	9	7.3	8.9	8.8	9.3	8.2	9.2	8.6	
2617	353172	GARS1	CMT2D|DSMAV|GARS|GlyRS|HMN5|SMAD1	glycyl-tRNA synthetase 1	MitoCarta3.0	"targetP signal, yeast mito homolog, mito protein domain, induction"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tpossible_mito	9.1	0.018	1	"targetP signal, yeast mito homolog, mito protein domain, induction"	ENSG00000106105	P41250	739	3	SharedDomain	3	1.62	HomologMitoHighConf	NoHomolog	25-50crude	chr7	30634180	30673648	12	34	137	1.22E+09	43	"cerebrum, cerebellum, brainstem, spinalcord, liver, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7.4	7.8	8.1	8.3		8.5		7.1	7	7.3	8.1	6.9	8.5	7.5	Cytosol (Supported)
123876	233799	ACSM2A	A-923A4.1|ACSM2	acyl-CoA synthetase medium chain family member 2A	MitoCarta3.0	"targetP signal, mito protein domain, MS/MS+"	Matrix	Metabolism > Lipid metabolism > Fatty acid oxidation | Metabolism > Detoxification > Xenobiotic metabolism	Tpossible_mito	9.0	0.018	1	"targetP signal, mito protein domain, MS/MS+"	ENSG00000183747	Q08AH3	577	2	SharedDomain	2		HomologMitoLowConf	NoHomolog	75-100ambig	chr16	20462858	20498991	3	44	694	2.92E+11	76	"kidney, liver, heart"					11.5	9.4	8								
84275	70556	SLC25A33	BMSC-MCP|PNC1	solute carrier family 25 member 33	MitoCarta3.0	"literature, yeast mito homolog+, mito protein domain+"	MIM	Metabolism > Nucleotide metabolism > Nucleotide import | Small molecule transport > SLC25A family	Tmito	9.0	0.018	1	"literature, yeast mito homolog+, mito protein domain+"	ENSG00000171612	Q9BSK2	321		MitoDomain	2	0.47	OrthologMitoLowConf	NoHomolog	0-25ambig	chr1	9599527	9642831	4	4	10	2.33E+08	19	"brainstem, spinalcord, placenta, testis"			7.7	7.6									7.6	8	
201229	66274	LYRM9	C17orf108|HSD24	LYR motif containing 9	MitoCarta3.0	"targetP signal, mito protein domain+, MS/MS"	unknown	0	Tnon_mito	9.0	0.019	1	"targetP signal, mito protein domain+, MS/MS"	ENSG00000232859	A8MSI8	78	3	MitoDomain	2		NoMitoHomolog	NoHomolog	50-75ambig	chr17	26205339	26220409	4	5	14	3.84E+07	55	"cerebellum, heart, adipose, testis"		6.7					6.6		6.6					7.4	
53917	19336	RAB24	-	"RAB24, member RAS oncogene family"	MitoCarta3.0	"mito protein domain, induction, coexpression, MS/MS"	MOM	Mitochondrial dynamics and surveillance > Fission | Mitochondrial dynamics and surveillance > Autophagy	Tpossible_mito	9.0	0.02	1	"mito protein domain, induction, coexpression, MS/MS"	ENSG00000169228	Q969Q5	203		SharedDomain	5	0.83	HomologMitoLowConf	NoHomolog	50-75ambig	chr5	176728190	176730745	8	11	71	7.84E+08	50	"cerebrum, cerebellum, brainstem, spinalcord, skeletalmuscle, adipose, stomach, testis"	8.3	8.2	8.4	8.1				6.5	7.6			6.8		7.4	Focal adhesion sites (Approved)
25973	230577	PARS2	EIEE75|MT-PRORS|proRS	"prolyl-tRNA synthetase 2, mitochondrial"	MitoCarta3.0	"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain"	Matrix	Mitochondrial central dogma > Translation > mt-tRNA synthetases	Tmito	8.9	0.02	1	"APEX_matrix, GFP, targetP signal, yeast mito homolog, Rickettsial homolog, mito protein domain"	ENSG00000162396	Q7L3T8	475	3	SharedDomain	4		HomologMitoHighConf	Ortholog	0-25ambig	chr1	55222570	55230226	3	8	13	1.75E+08	14	"smallintestine, largeintestine, stomach"										8.1	7.7	6.9			Mitochondria;Nucleoli fibrillar center (Approved)
122704	68836	MRPL52	-	mitochondrial ribosomal protein L52	MitoCarta3.0	"literature, APEX_matrix, targetP signal, coexpression, MS/MS"	Matrix	Mitochondrial central dogma > Translation > Mitochondrial ribosome	Tmito	8.9	0.02	1	"literature, APEX_matrix, targetP signal, coexpression, MS/MS"	ENSG00000172590	Q86TS9	123	2	NA	12	-0.12	NoMitoHomolog	NoHomolog	50-75ambig	chr14	23299091	23304246	10	7	54	6.17E+08	59	"cerebrum, spinalcord, liver, heart, adipose, smallintestine, largeintestine, stomach, placenta, testis"	7			7.4		7.8	6.8		7.6	8	8.4	7.4	8	7.2	Mitochondria (Supported)
80324	56361	PUS1	MLASA1	pseudouridine synthase 1	MitoCarta3.0	"APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	Matrix	Mitochondrial central dogma > mtRNA metabolism > mtRNA granules | Mitochondrial central dogma > mtRNA metabolism > mt-tRNA modifications	Tmito	8.9	0.02	1	"APEX_matrix, targetP signal, yeast mito homolog+, mito protein domain, coexpression"	ENSG00000177192	Q9Y606	427	2	SharedDomain	6		OrthologMitoLowConf	NoHomolog		chr12	132413744	132428406																					Mitochondria;Nucleoplasm (Supported)
2806	14719	GOT2	KAT4|KATIV|KYAT4|mitAAT	glutamic-oxaloacetic transaminase 2	MitoCarta3.0	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	MIM	Metabolism > Carbohydrate metabolism > Malate-aspartate shuttle | Metabolism > Amino acid metabolism > Glutamate metabolism | Metabolism > Amino acid metabolism > Glyoxylate metabolism | Metabolism > Amino acid metabolism > Kynurenine metabolism | Metabolism > Sulfur metabolism	Tmito	8.8	0.02	1	"literature, APEX_IMS, APEX_matrix, targetP signal, mito protein domain, MS/MS++"	ENSG00000125166	P00505	430	3	SharedDomain	NA		NoMitoHomolog	NoHomolog	75-100pure	chr16	58741034	58768261	14	43	3958	4.79E+11	80	all 14	10.7	10.3	10.5	10.6	10.6	10.8	10.9	10.4	9.9	10.4	10	10.6	10.6	9.7	
55739	69225	NAXD	CARKD|LP3298|PEBEL2	NAD(P)HX dehydratase	MitoCarta3.0	"GFP, targetP signal, mito protein domain, MS/MS++"	MIM	Metabolism > Metals and cofactors > NAD biosynthesis and metabolism	Tmito	8.8	0.02	1	"GFP, targetP signal, mito protein domain, MS/MS++"	ENSG00000213995	Q8IW45	390	3	SharedDomain	3		NoMitoHomolog	NoHomolog	75-100pure	chr13	111267806	111292342	14	20	186	4.82E+09	76	all 14	8.6	8.1	8.2	8.2	8.3	7.8	8.1	6.9	8.8	7.8	8.9	8.6	9	8.8	
4537	17718	MT-ND3	MTND3	"NADH dehydrogenase, subunit 3 (complex I)"	MitoCarta3.0	"literature, Rickettsial homolog, mito protein domain+, MS/MS"	MIM	OXPHOS > Complex I > CI subunits | OXPHOS > OXPHOS subunits	Tmito	8.8	0.019	1	"literature, Rickettsial homolog, mito protein domain+, MS/MS"	ENSG00000198840	P03897	115		MitoDomain	NA		NoMitoHomolog	Ortholog	0-25pure	chrM	10059	10404	12	2	100	3.92E+09	18	"cerebrum, cerebellum, brainstem, spinalcord, kidney, heart, skeletalmuscle, adipose, smallintestine, largeintestine, stomach, placenta"	8.7	8.4	8.7	8	8.9		8.4	8.2	8.5	8.6	8.2	8.4	8.3		Cytosol (Approved)
84680	329470	ACCS	ACS|PHACS	1-aminocyclopropane-1-carboxylate synthase homolog (inactive)	MitoCarta3.0	"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	unknown	0	Tnon_mito	8.7	0.019	1	"yeast mito homolog++, Rickettsial homolog, mito protein domain, coexpression"	ENSG00000110455	Q96QU6	501		SharedDomain	5		OrthologMitoHighConf	Homolog		chr11	44087728	44105569																					Golgi apparatus (Approved)
51651	217057	PTRH2	BIT1|CFAP37|CGI-147|IMNEPD|PTH|PTH 2|PTH2	peptidyl-tRNA hydrolase 2	MitoCarta3.0	"literature, yeast mito homolog, mito protein domain, MS/MS++"	MOM	0	Tmito	8.6	0.02	1	"literature, yeast mito homolog, mito protein domain, MS/MS++"	ENSG00000141378	Q9Y3E5	179		SharedDomain	4		HomologMitoHighConf	NoHomolog	50-75pure	chr17	57774666	57784856	14	12	206	6.11E+09	72	all 14	8.6	8.4	8.7	8.3	8.8	8.7	8.1	8.2	8.6	7.5	8.9	8.5	9	9	Mitochondria (Supported)
9489	74451	PGS1	-	phosphatidylglycerophosphate synthase 1	MitoCarta3.0	"targetP signal, yeast mito homolog++, mito protein domain"	MIM	Metabolism > Lipid metabolism > Cardiolipin synthesis | Metabolism > Lipid metabolism > Phospholipid metabolism	Tpossible_mito	8.6	0.02	1	"targetP signal, yeast mito homolog++, mito protein domain"	ENSG00000087157	Q32NB8	556	3	SharedDomain	0		OrthologMitoHighConf	NoHomolog	0-25ambig	chr17	76374734	76420639	3	8	10	2.30E+08	15	"cerebrum, spinalcord, placenta"	8.2			7.3									7.7		Cell Junctions;Intermediate filaments;Vesicles (Approved)
